-0.558658, 1.04687
0.458769, 1.04687
0.0707862, 1.04687
-1.00331, 1.04687
-0.908541, 1.04687
-0.844816, 1.04687
0.149559, 1.09375
0.169312, 1.09375
0.223577, 1.09375
-0.502363, 1.09375
-0.00802087, 1.09375
-0.308894, 1.09375
-0.273953, 1.09375
0.711455, 1.09375
-0.0699205, 1.09375
-1.1979, 1.09375
0.156534, 1.09375
1.62222, 1.09375
1.47629, 1.09375
-1.33512, 1.09375
0.0577168, 1.04687
-0.0260869, 1.04687
-0.0707943, 1.04687
0.120615, 1.04687
-0.254389, 1.04687
-0.273718, 1.04687
0.348185, 1.04687
0.0322419, 1.04687
-0.255556, 1.04687
0.601901, 1.04687
0.385296, 1.04687
0.230542, 1.09375
0.790203, 1.09375
0.119715, 1.09375
0.0143232, 1.09375
-0.127007, 1.09375
-0.231462, 1.09375
0.185839, 1.09375
0.264514, 1.09375
-0.0577495, 1.09375
0.0837368, 1.09375
0.790943, 1.09375
0.217676, 1.09375
0.202275, 1.09375
0.180713, 1.09375
0.0852204, 1.09375
-0.188553, 1.09375
0.10521, 1.09375
-0.112752, 1.09375
0.59855, 1.09375
0.565034, 1.09375
-0.218471, 1.09375
0.570088, 1.09375
-0.457581, 1.09375
0.253967, 1.09375
0.191542, 1.09375
0.210738, 1.09375
0.789431, 1.09375
0.00898385, 1.09375
1.22595, 1.09375
-0.897736, 1.09375
-1.0666, 1.09375
0.481161, 1.09375
-0.533683, 1.09375
-0.151951, 1.04688
-0.0431895, 1.04688
-0.0590858, 1.04688
-0.379008, 1.04688
-0.166747, 1.04688
0.132246, 1.04688
0.496582, 1.04688
-0.293308, 1.04688
-0.0428636, 1.04688
-0.241142, 1.04688
0.10753, 1.04688
0.0802465, 1.04688
0.668498, 1.04688
-0.153526, 1.04688
-0.187263, 1.09375
-0.221208, 1.09375
0.403251, 1.09375
-0.259579, 1.09375
0.0802401, 1.09375
-0.0834325, 1.09375
-0.108151, 1.09375
0.182537, 1.09375
-0.113741, 1.09375
0.2036, 1.09375
-0.131279, 1.09375
-0.00375409, 1.09375
0.0777311, 1.09375
0.205886, 1.09375
-0.142167, 1.09375
0.164153, 1.09375
-0.0499866, 1.09375
0.169026, 1.09375
-0.128793, 1.09375
0.203671, 1.09375
0.371123, 1.09375
-0.400962, 1.09375
-0.95421, 1.09375
0.584345, 1.09375
0.432358, 1.09375
0.199388, 1.09375
0.385448, 1.09375
1.36703, 1.09375
0.322244, 1.09375
-0.273189, 1.04687
0.629221, 1.04687
-0.404263, 1.04687
-0.0392173, 1.04687
0.151449, 1.04687
-0.00630202, 1.04687
-0.209243, 1.04687
-0.0916638, 1.04687
0.0747672, 1.04687
0.213669, 1.04687
-0.00873638, 1.04687
0.00513048, 1.04687
0.0998102, 1.04687
-0.0319464, 1.04687
-0.0170538, 1.09375
0.116098, 1.09375
-0.0923531, 1.09375
0.119684, 1.09375
0.124825, 1.09375
0.159594, 1.09375
0.271628, 1.09375
0.112016, 1.09375
0.228344, 1.09375
-0.00309973, 1.09375
0.0343772, 1.09375
-0.265338, 1.09375
-0.178091, 1.09375
-0.146382, 1.09375
-0.015701, 1.09375
-0.213061, 1.09375
0.21414, 1.09375
0.0154419, 1.09375
0.174314, 1.09375
-0.144018, 1.09375
-0.179684, 1.09375
-0.0610676, 1.09375
1.13267, 1.09375
-0.344199, 1.09375
-0.474212, 1.09375
-0.448557, 1.09375
-0.16641, 1.09375
-0.30944, 1.09375
-0.100367, 1.09375
-0.57831, 1.09375
0.386995, 1.09375
-0.698493, 1.09375
-0.447654, 1.09375
-1.17984, 1.09375
0.00165573, 1.09375
0.244917, 1.09375
-0.315174, 1.09375
-0.104011, 1.04688
0.0210065, 1.04688
-0.129151, 1.04688
0.381529, 1.04688
-0.160514, 1.04688
-0.108859, 1.04688
0.40461, 1.04688
-0.662961, 1.04688
-0.16462, 1.04688
0.00419943, 1.04688
0.128919, 1.04688
0.329684, 1.04688
0.100884, 1.09375
0.233468, 1.09375
-0.153657, 1.09375
0.0490782, 1.09375
0.0828331, 1.09375
0.15233, 1.09375
-0.0915108, 1.09375
-0.0367511, 1.09375
-0.00745669, 1.09375
-0.245857, 1.09375
0.266223, 1.09375
0.0435758, 1.09375
0.0374867, 1.09375
-0.343876, 1.09375
-0.142828, 1.09375
0.00675858, 1.09375
-0.0340133, 1.09375
-0.0744434, 1.09375
-0.375273, 1.09375
-0.4234, 1.09375
-0.149495, 1.09375
-0.405182, 1.09375
-0.264205, 1.09375
-0.240279, 1.09375
-0.311895, 1.09375
-0.540718, 1.09375
-0.521327, 1.09375
0.299071, 1.09375
-0.172379, 1.09375
-0.290843, 1.09375
-0.277856, 1.09375
0.0941289, 1.09375
0.758929, 1.09375
0.322711, 1.09375
0.791706, 1.09375
-1.34999, 1.09375
0.424894, 1.09375
0.225097, 1.09375
0.226451, 1.09375
-0.564643, 1.09375
0.682876, 1.09375
0.522041, 1.09375
-0.176023, 1.09375
-0.0734109, 1.09375
-0.0882673, 1.04688
0.230595, 1.04688
-0.222981, 1.04688
0.162853, 1.04688
0.158615, 1.04688
0.0599186, 1.04688
-0.412323, 1.04688
0.191416, 1.04688
0.127289, 1.04688
0.099093, 1.04688
0.0675374, 1.04688
-0.115372, 1.04688
-0.0541842, 1.04688
0.473788, 1.04688
0.0251423, 1.04688
-0.551393, 1.04688
0.28457, 1.04688
-0.0908755, 1.125
0.06726, 1.125
-0.0107111, 1.125
-0.23547, 1.125
0.2963, 1.125
0.0364903, 1.125
-0.121688, 1.125
-0.00522911, 1.125
-0.242385, 1.125
-0.28437, 1.125
0.291021, 1.125
-0.051548, 1.125
-0.300898, 1.125
0.0905268, 1.125
-0.155185, 1.125
0.000677101, 1.125
0.0256992, 1.125
-0.550613, 1.125
0.031632, 1.125
-0.11945, 1.125
0.027759, 1.125
-0.226554, 1.125
0.013227, 1.125
-0.0514981, 1.125
0.0363817, 1.125
0.0242594, 1.125
-0.0662893, 1.125
0.0317809, 1.125
-0.00111218, 1.125
0.815391, 1.09375
